Sample 1,,Sample 2,,
Time (min),Abs,Time (min),Abs,
0.0008333333535,0.07034876198,0.01932113245,0.07014639676,
0.0481875129,0.07025167346,0.07218374312,0.07034888119,
0.1010519117,0.07009273022,0.1247874051,0.07005428523,
0.1539160311,0.07027562708,0.1776492596,0.07020831108,
0.2067804635,0.07030249387,0.2305118889,0.07029075176,
0.2596447468,0.0701796785,0.2833747268,0.07031878084,
0.3125090599,0.07040339708,0.3362366557,0.07027672231,
0.3653734326,0.07035609335,0.3893583417,0.07026767731,
0.4182379246,0.07042613626,0.4419748187,0.07018707693,
0.4710761905,0.07031859457,0.4950835109,0.07031905651,
0.5239406228,0.07028739899,0.5476866364,0.07033974677,
0.5768051147,0.07040738314,0.6005488038,0.07028621435,
0.6296696067,0.07018372416,0.6536706686,0.07050465792,
0.6825338006,0.07025711983,0.7065333128,0.07022800297,
0.7353980541,0.07021707296,0.7591360807,0.07027485967,
0.7882623672,0.07034267485,0.811999023,0.07015311718,
0.8411267996,0.07015232742,0.8651205301,0.07033695281,
0.8939911723,0.07030818611,0.9177359343,0.07043411583,
0.9468553662,0.07044553012,0.9705858231,0.07018360496,
0.9997196794,0.07023676485,1.023707867,0.07029793411,
1.052584291,0.07036480308,1.076310992,0.07025200874,
1.105448723,0.07036985457,1.129433274,0.070137389,
1.158313155,0.07018987089,1.1820364,0.07024263591,
1.211151123,0.070193097,1.23489821,0.07027754188,
1.264015555,0.07032477856,1.287760973,0.07018464059,
1.316879869,0.07020752132,1.340882778,0.0701386705,
1.369744301,0.07022298127,1.393497705,0.07036836445,
1.422608733,0.07041320205,1.446348786,0.07023088634,
1.475473166,0.070327878,1.499210715,0.07006452978,
1.528337598,0.07047366351,1.552073121,0.07014597207,
1.581201792,0.0702759549,1.604936242,0.07021728903,
1.634066224,0.07032492757,1.65805757,0.07018104941,
1.686930418,0.07036805898,1.710660458,0.07024059445,
1.739794731,0.0703567937,1.763522744,0.07012056559,
1.792659044,0.07031926513,1.81638515,0.07025803626,
1.845523477,0.07033143938,1.869247794,0.07031375915,
1.898361564,0.0704331398,1.92236948,0.07018783689,
1.951225877,0.07027154416,1.975232363,0.07010666281,
2.004090071,0.07046474516,2.027834892,0.07031771541,
2.056954622,0.07020645589,2.08069706,0.07034955174,
2.109818935,0.07033789158,2.133559704,0.07028739899,
2.162683249,0.07037182897,2.18642211,0.07034824044,
2.215547562,0.07015342265,2.239284754,0.07021521777,
2.268411875,0.07031326741,2.292406321,0.07020033896,
2.321275949,0.07024218142,2.345009565,0.07026999444,
2.374140263,0.07045692205,2.397871971,0.07026573271,
2.427004576,0.07035518438,2.450734377,0.07043813169,
2.479868889,0.07035445422,2.503597498,0.07026095688,
2.53273344,0.07047189772,2.556459188,0.07034952193,
2.585597992,0.07048538327,2.609581232,0.07037252933,
2.638436079,0.07033649087,2.662196398,0.07026475668,
2.691300631,0.07017925382,2.715306044,0.07023527473,
2.744164944,0.0704562813,2.767910242,0.07032328099,
2.797029257,0.07041841,2.820771217,0.07022057474,
2.84989357,0.07045511901,2.873633862,0.07036007941,
2.902757883,0.07023183256,2.926755667,0.0701270476,
2.955622196,0.07045332342,2.97935915,0.07025082409,
3.008486509,0.07036154717,3.032221317,0.07009197026,
3.061350822,0.07032891363,3.085083723,0.07020840049,
3.114215136,0.07026409358,3.138205528,0.07022364438,
3.167079449,0.07033196092,3.190820694,0.07017395645,
3.219944,0.07021561265,3.243930817,0.07004126161,
3.272808313,0.07040126622,3.296533346,0.07036951929,
3.325672865,0.07015491277,3.34939599,0.07008862495,
3.378510952,0.070096232,3.402258396,0.07020913064,
3.431375265,0.0703098923,3.455120802,0.07007834315,
3.484239578,0.07035658509,3.507983685,0.07032422721,
3.537103891,0.07037582248,3.561105013,0.07012996823,
3.589968204,0.07059028745,3.613708019,0.07021962851,
3.642832279,0.07038702071,3.666571617,0.06999923289,
3.695696831,0.07037974894,3.719433308,0.07028910518,
3.748560905,0.07026968896,3.77229619,0.07028892636,
3.801425219,0.07036781311,3.825158119,0.07032304257,
3.854290009,0.07034367323,3.878279686,0.07018226385,
3.907154322,0.07022860646,3.930896044,0.07018776983,
3.960018396,0.07032684237,3.983745098,0.07025571913,
4.01288271,0.07033311576,4.036608696,0.07030021399,
4.065747261,0.07037700713,4.089472771,0.07013721019,
4.118586063,0.07053002715,4.14259243,0.0702656433,
4.171450138,0.07009598613,4.195454597,0.0701674521,
4.224314213,0.07033625245,4.248057842,0.07010283321,
4.277178288,0.07028140873,4.300920486,0.07022833079,
4.330042839,0.07011405379,4.353782654,0.07012990862,
4.382906914,0.07043332607,4.406645298,0.07031171769,
4.435771465,0.07026701421,4.459507465,0.07036936283,
4.488636017,0.07025164366,4.512629986,0.07024400681,
4.541500092,0.07028304785,4.565491676,0.07030183077,
4.594364643,0.070456855,4.618094921,0.07034294307,
4.647228718,0.07035210729,4.670957088,0.07014365494,
4.700093746,0.07015491277,4.723819733,0.07034739107,
4.752957821,0.07016489655,4.776682377,0.07026646286,
4.805796146,0.07047016174,4.829544544,0.07016127557,
4.858660698,0.07020995766,4.882666588,0.07028789073,
4.911524773,0.07051879168,4.935270786,0.07020216435,
4.964388847,0.0704376176,4.988131523,0.07029403746,
5.017253399,0.07031755894,5.040994167,0.07034285367,
5.070117474,0.07021667808,5.093856812,0.07035128772,
5.122982025,0.07029914856,5.146719456,0.0702290982,
5.1758461,0.07034821063,5.199841976,0.07016373426,
5.228710651,0.07028657943,5.252456188,0.07024117559,
5.281574726,0.07042166591,5.305306435,0.07037319988,
5.334439278,0.07038230449,5.358169079,0.07034489512,
5.387303829,0.07049342245,5.411031246,0.07009583712,
5.440167904,0.07033661753,5.46389389,0.07008719444,
5.493032932,0.07031284273,5.517015457,0.07030072808,
5.545870781,0.07047911733,5.569618702,0.07020892203,
5.598734856,0.07009163499,5.622481346,0.07020928711,
5.65159893,0.07032480836,5.675344944,0.07036099583,
5.704463482,0.07035201788,5.728206158,0.07015281171,
5.757327557,0.07035180181,5.781068802,0.07025843114,
5.810192108,0.07013553381,5.834190369,0.07030468434,
5.86305666,0.07035624981,5.886805534,0.07030176371,
5.915920734,0.07038784027,5.939655781,0.07037521154,
5.968785286,0.07030273974,5.992517948,0.0702919662,
6.021649361,0.07034733146,6.045380592,0.07027047873,
6.074513912,0.07021850348,6.09824419,0.07047758996,
6.127378941,0.07018847018,6.151364803,0.07037770748,
6.180243015,0.07033229619,6.203968048,0.07041338086,
6.23310709,0.07042057067,6.256830692,0.07020968199,
6.285944939,0.07036154717,6.30969286,0.07031646371,
6.338809013,0.07035524398,6.362555981,0.07038166374,
6.391673565,0.07056608051,6.415417671,0.07024075091,
6.44453764,0.07036848366,6.468539715,0.07033536583,
6.497402191,0.07037810236,6.521155357,0.07029272616,
6.550266266,0.07027181983,6.574005127,0.07028901577,
6.603130817,0.07029914856,6.626871586,0.07015415281,
6.655995369,0.07042921335,6.679729939,0.07035305351,
6.708859444,0.07036823779,6.732592106,0.07027087361,
6.761723995,0.07044151425,6.785714149,0.07026688755,
6.81458807,0.07027763128,6.838317394,0.07033016533,
6.867452145,0.07009163499,6.891180515,0.07025264949,
6.920317173,0.07029431313,6.944042206,0.07025124878,
6.973181248,0.07041021436,6.99690485,0.07017888874,
7.026019573,0.07010432333,7.049767017,0.07030657679,
7.078883648,0.07033908367,7.102889538,0.07018205523,
7.131748199,0.07024476677,7.155504227,0.0702752918,
7.184612274,0.07029427588,7.20835495,0.07016878575,
7.237476826,0.07036814839,7.261217594,0.07012586296,
7.290341377,0.07033993304,7.314080238,0.07018220425,
7.343205452,0.07043782622,7.367201328,0.07003062218,
7.396069527,0.07029796392,7.420063496,0.07028028369,
7.448933601,0.390370518,7.472668648,0.0700481683,
7.501798153,0.4243890643,7.525529385,0.07061565667,
7.554662228,0.4601024687,7.578391552,0.07009714097,
7.607527256,0.4937160015,7.63125515,0.07015883923,
7.660391808,0.5282943249,7.684117317,0.07023730874,
7.713255882,0.569963634,7.73723793,0.07026095688,
7.766100407,0.6101405621,7.789865017,0.07028508931,
7.818964005,0.6517300606,7.842963219,0.07018363476,
7.871822834,0.6985738277,7.895565987,0.07020112872,
7.924686909,0.7427601814,7.948428631,0.07012613118,
7.97755146,0.7856996655,8.001291275,0.07019376755,
8.030415535,0.8320680857,8.054412842,0.07004707307,
8.08327961,0.8841174841,8.107023239,0.07027644664,
8.135883331,0.9320153594,8.158056259,0.07012230158,
8.187185287,0.9867592454,8.210918427,0.07023825496,
8.240049362,1.038592935,8.263781548,0.07026603818,
8.292914391,1.099343061,8.316902161,0.07032234222,
8.345778465,1.153793812,8.369517326,0.07027678192,
8.39864254,1.213358164,8.42236805,0.07021190226,
8.451506615,1.275308013,8.475231171,0.07022191584,
8.504345894,1.345857024,8.528093338,0.07035655528,
8.557209969,1.410970449,8.580966949,0.07040674984,
8.609822273,1.480757117,8.632514954,0.07018202543,
8.661375999,1.559763551,8.685126305,0.070130907,
8.713980675,1.632166505,8.736416817,0.07037226111,
8.765028,1.710085154,8.787716866,0.07020895183,
8.816588402,1.781502247,8.840331078,0.07018576562,
8.869194984,1.867307544,8.893181801,0.07031156868,
8.922190666,1.949300408,8.946052551,0.0704408437,
8.974924088,2.025676012,8.997095108,0.07022279501,
9.026219368,2.128460407,9.049954414,0.07019151747,
9.078827858,2.212022543,9.100997925,0.070275262,
9.130124092,2.300005198,9.153863907,0.07036969811,
9.182728767,2.377118111,9.204895973,0.07030910254,
9.233831406,2.475191593,9.257240295,0.07039234787,
9.286093712,2.57599473,9.308279037,0.07013109326,
9.337926865,2.64288497,9.361392021,0.07028502971,
9.390257835,2.749173403,9.414281845,0.07027921826,
9.443118095,2.841786623,9.465298653,0.07018411905,
9.494167328,2.983038664,9.517647743,0.07031320781,
9.546321869,3.098804235,9.568936348,0.07024482638,
9.59806633,3.174202681,9.622058868,0.07027535141,
9.650930405,3.426554918,9.674660683,0.0703728348,
9.703794479,3.396841764,9.727523804,0.07021287829,
9.756658554,3.51380372,9.780385971,0.07032191753,
9.809527397,3.914583921,9.833257675,0.07012458146,
9.862389565,4.144464493,9.88506794,0.07012856752,
9.913697243,10,9.937159538,0.07025764138,
9.966041565,4.203992844,9.989751816,0.07035782933,
10.01861,3.99288559,10.04261398,0.07033673674,
10.07148075,10,10.09485912,0.07010380179,
10.12382412,4.38595295,10.14600468,0.07023146749,
10.17489052,4.527687073,10.19730568,0.07011207938,
10.22590923,10,10.24808502,0.07011697441,
10.27694988,4.660962105,10.29912376,0.07024135441,
10.32799149,4.528040409,10.35016346,0.07003305107,
10.37903214,10,10.40120316,0.07026165724,
10.43007374,3.896383286,10.45224285,0.0701591447,
10.48111534,4.496659756,10.50328159,0.0701860413,
10.53215694,10,10.55432129,0.07029087096,
10.58319855,4.352952003,10.60561562,0.0701424405,
10.63446808,3.931124687,10.65821457,0.07007870823,
10.6873312,10,10.71107769,0.07025630027,
10.7402029,10,10.76394939,0.07017116249,
10.79306126,4.049450397,10.81681156,0.0703850463,
10.8459568,10,10.86967278,0.07025514543,
10.89852905,10,10.92071247,0.07039170712,
10.94827557,10,10.97201347,0.07029817253,
11.00087261,10,11.02304554,0.07025428861,
11.05217457,10,11.07590675,0.07043621689,
11.10434341,10,,,

